Fujitsu tourne le dos aux mainframes et serveurs Unix;https://www.silicon.fr/fujitsu-tourne-dos-mainframes-serveurs-unix-433173.html;https://www.silicon.fr/wp-content/uploads/2015/08/datacenter-hyperscale-©-Oleksiy-Mark-shutterstock-120x90.png
Meilleures pratiques pour maintenir votre Exchange Server a jour;https://www.silicon.fr/brandvoice/meilleures-pratiques-pour-maintenir-votre-exchange-server-a-jour;https://www.silicon.fr/wp-content/uploads/2022/02/stellarV2-120x90.jpg
CentOS : quelle situation un an apres le changement de braquet ?;https://www.silicon.fr/centos-situation-un-an-apres-422266.html;https://www.silicon.fr/wp-content/uploads/2021/12/CentOS-2022-120x90.jpg
Huawei va-t-il lacher ses serveurs x86 ?;https://www.silicon.fr/huawei-lacher-serveurs-x86-419723.html;https://www.silicon.fr/wp-content/uploads/2021/11/Huawei-serveurs-x86-120x90.png
Ubuntu : Canonical fait evoluer sa politique de support etendu;https://www.silicon.fr/ubuntu-canonical-politique-support-etendu-416982.html;https://www.silicon.fr/wp-content/uploads/2021/09/Ubuntu-support-étendu-10-ans-120x90.jpg
Serveurs : avec Power10, IBM change de braquet sur l’IA;https://www.silicon.fr/serveurs-power10-ibm-change-braquet-ia-415906.html;https://www.silicon.fr/wp-content/uploads/2021/09/IBM-Power10-Power-E1080-120x90.jpg
Serveurs Linux : beaucoup de distributions obsoletes ?;https://www.silicon.fr/serveurs-linux-distributions-obsoletes-415075.html;https://www.silicon.fr/wp-content/uploads/2021/08/Linux-sécurité-Trend-Micro-120x90.jpeg
Windows Server : fin du canal semi-annuel;https://www.silicon.fr/windows-server-fin-canal-semi-annuel-ltsc-413540.html;https://www.silicon.fr/wp-content/uploads/2021/07/AdobeStock_414567465-120x90.jpeg
OVHcloud : le sort des derniers backups est (presque) scelle;https://www.silicon.fr/ovhcloud-backup-404021.html;https://www.silicon.fr/wp-content/uploads/2021/04/OVHcloud-1er-avril-120x90.jpg
OVHcloud : ce qui coince encore a Strasbourg;https://www.silicon.fr/ovhcloud-coince-encore-strasbourg-403697.html;https://www.silicon.fr/wp-content/uploads/2021/03/OVHcloud-situation-semaine-29-mars-120x90.jpg
OVHcloud : le nettoyage rebat les cartes a Strasbourg;https://www.silicon.fr/ovhcloud-nettoyage-strasbourg-403588.html;https://www.silicon.fr/wp-content/uploads/2021/03/OVHcloud-nettoyage-120x90.jpg
OVHcloud entrevoit le bout du tunnel a Strasbourg;https://www.silicon.fr/ovhcloud-bout-tunnel-strasbourg-403320.html;https://www.silicon.fr/wp-content/uploads/2021/03/OVhcloud-24-mars-120x90.jpg
OVHcloud : a vos marques, prets, sauvegardez;https://www.silicon.fr/ovhcloud-sauvegardez-402851.html;https://www.silicon.fr/wp-content/uploads/2021/03/OVHcloud-Strasbourg-120x90.jpg
Serveurs : HPE et Dell se disputent (encore) le leadership;https://www.silicon.fr/serveurs-hpe-dell-leadership-402861.html;https://www.silicon.fr/wp-content/uploads/2016/04/datacenter-©-Oleksiy-Mark-shutterstock-120x90.png
OVHcloud : les inconnues du redemarrage a Strasbourg;https://www.silicon.fr/ovhcloud-inconnues-redemarrage-strasbourg-402649.html;https://www.silicon.fr/wp-content/uploads/2021/03/OVHcloud-rétablissement-120x90.jpg
Serveur : Dell devoile le PowerEdge XE8545 avec AMD EPYC;https://www.silicon.fr/dell-poweredge-xe8545-avec-amd-epyc-402597.html;https://www.silicon.fr/wp-content/uploads/2021/03/Dell-EMC-PowerEdge-XE8545-120x90.png
Incendie OVHCloud : la gestion delicate du « jour d’apres »;https://www.silicon.fr/incendie-ovhcloud-gestion-jour-apres-402053.html;https://www.silicon.fr/wp-content/uploads/2021/03/OVHcloud-incendie-Strasbourg-1-120x90.jpg
Veeam simplifie la protection de workloads et leurs migrations;https://www.silicon.fr/brandvoice/veeam-simplifie-la-protection-de-workloads-et-leurs-migrations;https://www.silicon.fr/wp-content/uploads/2021/02/visuel-120x90.jpg
Restreindre l’acces aux systemes mainframe pour renforcer leur securite;https://www.silicon.fr/avis-expert/restreindre-lacces-aux-systemes-mainframe-pour-renforcer-leur-securite;https://www.silicon.fr/wp-content/uploads/2020/05/Google-Cloud-VMware-120x90.jpg
Hyperconvergence : Cisco, Dell EMC et HPE sortent du Magic Quadrant;https://www.silicon.fr/hyperconvergence-cisco-dell-emc-hpe-magic-quadrant-360366.html;https://www.silicon.fr/wp-content/uploads/2021/01/Gartner-Magic-Quadrant-hyperconvergence-120x90.jpg
Serveurs IA : NVIDIA en fait tout un programme (de certification);https://www.silicon.fr/serveurs-ia-nvidia-programme-certification-357433.html;https://www.silicon.fr/wp-content/uploads/2021/01/NVIDIA-programme-certification-serveurs-IA-120x90.png
Open Hardware : l’Open Source a l’assaut des processeurs;https://www.silicon.fr/futur-de-lit-open-hardware-lopen-source-a-lassaut-des-processeurs-356853.html;https://www.silicon.fr/wp-content/uploads/2018/01/gemalto-etude-hardware-software-120x90.jpg
Serveurs : le marche s’est contracte en zone EMEA;https://www.silicon.fr/serveurs-marche-contracte-emea-348502.html;https://www.silicon.fr/wp-content/uploads/2016/04/datacenter-©-Oleksiy-Mark-shutterstock-120x90.png
Infrastructure IT : hors du cloud, point de salut;https://www.silicon.fr/infrastructure-it-cloud-public-348146.html;https://www.silicon.fr/wp-content/uploads/2020/04/NetApp-CloudJumper-120x90.jpg
Hyperconvergence : HPE resiste, Dell et Nutanix dominent;https://www.silicon.fr/hyperconvergence-hpe-dell-nutanix-347159.html;https://www.silicon.fr/wp-content/uploads/2018/09/avis-experts-bitdefender-virtualisation-convergence-securite-684x513-120x90.jpg
;https://www.silicon.fr/serveurs-hausse-hyperscale-346712.html;https://www.silicon.fr/wp-content/uploads/2020/05/Google-Cloud-VMware-120x90.jpg
Mainframe : Compuware etend sa gestion de donnees de tests;https://www.silicon.fr/mainframe-compuware-gestion-donnees-tests-342830.html;https://www.silicon.fr/wp-content/uploads/2018/10/cloud-conception-684x513-120x90.jpg
Infrastructure IT : le Cloud, sinon rien ?;https://www.silicon.fr/infrastructure-it-cloud-sinon-rien-342077.html;https://www.silicon.fr/wp-content/uploads/2020/06/cloud-datacenter-684x513-1-120x90.jpg
Hyperconvergence : Dell devance Nutanix et HPE;https://www.silicon.fr/hyperconvergence-dell-nutanix-hpe-341745.html;https://www.silicon.fr/wp-content/uploads/2019/03/Ceph-stockage-684x513-120x90.jpg
Nvidia passe ses GPU A100 au format PCIe;https://www.silicon.fr/nvidia-a100-pcie-serveurs-341705.html;https://www.silicon.fr/wp-content/uploads/2020/06/Nvidia-A100-serveurs-120x90.png
;https://livreblanc.silicon.fr/?post_type=resource&p=21757;https://livreblanc.silicon.fr/wp-content/uploads/2020/10/Capture-120x90.png
