iOS 15.4 : La beta 4 apporte des changements majeurs;https://www.lemondeinformatique.fr/actualites/lire-ios-154-la-beta-4-apporte-des-changements-majeurs-85944.html;le 25 Février 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084112.jpg
Apple corrige une faille zero day dans WebKit avec iOS 15.3.1;https://www.lemondeinformatique.fr/actualites/lire-apple-corrige-une-faille-zero-day-dans-webkit-avec-ios-1531-85792.html;le 11 Février 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000083851.jpg
Un bug iOS 15 envoie des enregistrements Siri a Apple par erreur;https://www.lemondeinformatique.fr/actualites/lire-un-bug-ios-15-envoie-des-enregistrements-siri-a-apple-par-erreur-85761.html;le 09 Février 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000083811.jpg
Les beta 15.4 d'iOS et d'iPadOS arrivent avec le controle universel;https://www.lemondeinformatique.fr/actualites/lire-les-beta-154-d-ios-et-d-ipados-arrivent-avec-le-controle-universel-85621.html;le 29 Janvier 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000083587.png
Apple : iOS 15 installe sur plus de 60 % des iPhone;https://www.lemondeinformatique.fr/actualites/lire-apple-ios-15-installe-sur-plus-de-60-des-iphone-85550.html;le 24 Janvier 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000083479.jpg
Apple livre la premiere beta d'iOS 15.3;https://www.lemondeinformatique.fr/actualites/lire-apple-livre-la-premiere-beta-d-ios-153-85174.html;le 20 Décembre 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000082854.jpg
Affaire Pegasus : Apple poursuit NSO Group;https://www.lemondeinformatique.fr/actualites/lire-affaire-pegasus-apple-poursuit-nso-group-84900.html;le 24 Novembre 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000082345.jpg
Apple colmate la faille Pegasus sur iOS et MacOS;https://www.lemondeinformatique.fr/actualites/lire-apple-colmate-la-faille-pegasus-sur-ios-et-macos-84156.html;le 14 Septembre 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000080938.jpg
Apple corrige une faille zero day dans iOS, macOS et iPadOS;https://www.lemondeinformatique.fr/actualites/lire-apple-corrige-une-faille-zero-day-dans-ios-macos-et-ipados-83706.html;le 27 Juillet 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000080239.png
Apple renforce encore la protection de la vie privee sur iOS 15 et macOS 12 Monterey;https://www.lemondeinformatique.fr/actualites/lire-apple-renforce-encore-la-protection-de-la-vie-privee-sur-ios-15-et-macos-12-monterey-83228.html;le 10 Juin 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000079355.jpg
Une vulnerabilite dans AirDrop d'Apple expose les donnees personnelles;https://www.lemondeinformatique.fr/actualites/lire-une-vulnerabilite-dans-airdrop-d-apple-expose-les-donnees-personnelles-82753.html;le 28 Avril 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000078479.jpg
Apple corrige une faille critique et exploitee dans Webkit;https://www.lemondeinformatique.fr/actualites/lire-apple-corrige-une-faille-critique-et-exploitee-dans-webkit-82430.html;le 29 Mars 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000077885.jpg
France Digitale poursuit Apple devant la Cnil;https://www.lemondeinformatique.fr/actualites/lire-france-digitale-poursuit-apple-devant-la-cnil-82229.html;le 09 Mars 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000077531.jpg
Apple colmate une faille dans WebKit;https://www.lemondeinformatique.fr/actualites/lire-apple-colmate-une-faille-dans-webkit-82221.html;le 09 Mars 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000077522.jpg
Un jailbreak unique pour pirater presque tous les iPhone;https://www.lemondeinformatique.fr/actualites/lire-un-jailbreak-unique-pour-pirater-presque-tous-les-iphone-82153.html;le 02 Mars 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000077409.jpg
Apple livre la seconde version beta d'iOS 14.5;https://www.lemondeinformatique.fr/actualites/lire-apple-livre-la-seconde-version-beta-d-ios-145-82028.html;le 19 Février 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000077157.jpg
L'une des pires failles WiFi de l'iPhone detaillee par un chercheur de Google;https://www.lemondeinformatique.fr/actualites/lire-l-une-des-pires-failles-wifi-de-l-iphone-detaillee-par-un-chercheur-de-google-81233.html;le 03 Décembre 2020;https://images.itnewsinfo.com/lmi/articles/moyen/000000075749.png
