"
                                                                        Comment la guerre en Ukraine ebranle la tech russe
                    ";https://www.usine-digitale.fr/article/comment-la-guerre-en-ukraine-ebranle-la-tech-russe.N1796857;17/03/2022;https://www.usine-digitale.fr/mediatheque/2/4/8/001219842_pageListeTypeACropped/russie-kremlin-moscou.jpg
"
                                                                        Le specialiste de l'identite numerique IDnow va aider Interpol a lutter contre la fraude
                    ";https://www.usine-digitale.fr/article/le-specialiste-de-l-identite-numerique-idnow-va-aider-interpol-a-lutter-contre-la-fraude.N1796682;16/03/2022;https://www.usine-digitale.fr/mediatheque/2/3/3/001224332_pageListeTypeACropped/fraude.jpg
"
                                                                        La start-up Hackuity leve 12 millions d'euros pour son outil de gestion des vulnerabilites informatiques
                    ";https://www.usine-digitale.fr/article/la-start-up-hackuity-leve-12-millions-d-euros-pour-son-outil-de-gestion-des-vulnerabilites-informatiques.N1796127;15/03/2022;https://www.usine-digitale.fr/mediatheque/2/1/9/001010912_pageListeTypeACropped/cybersecurite.jpg
"
                                                                        Cybersecurite, resilience des reseaux telecoms : la strategie de l'UE precipitee par la guerre en Ukraine 
                    ";https://www.usine-digitale.fr/article/cybersecurite-resilience-des-reseaux-telecoms-la-strategie-de-l-ue-precipitee-par-la-guerre-en-ukraine.N1794487;09/03/2022;https://www.usine-digitale.fr/mediatheque/7/8/6/001222687_pageListeTypeACropped/thierry-breton-9-mars-2022.png
"
                                                                        Face aux sanctions, le Kremlin envisagerait de legaliser le piratage de logiciels etrangers
                    ";https://www.usine-digitale.fr/article/face-aux-sanctions-le-kremlin-envisagerait-de-legaliser-le-piratage-de-logiciels-etrangers.N1794387;09/03/2022;https://www.usine-digitale.fr/mediatheque/7/1/9/001001917_pageListeTypeACropped/drapeau-russe.jpg
"
                                                                        Software Republique lance son incubateur pour les start-up de la mobilite intelligente
                    ";https://www.usine-digitale.fr/article/software-republique-lance-son-incubateur-pour-les-start-up-de-la-mobilite-intelligente.N1794422;09/03/2022;https://www.usine-digitale.fr/mediatheque/2/6/9/001049962_pageListeTypeACropped/reunion-salaries-entreprise-meeting.jpg
"
                                                                        Le panorama des cybermenaces de l'Anssi alerte sur les faiblesses du cloud et le cyberespionnage
                    ";https://www.usine-digitale.fr/article/l-anssi-dresse-un-panorama-des-cybermenaces.N1794322;09/03/2022;https://www.usine-digitale.fr/mediatheque/2/5/1/001021152_pageListeTypeACropped/anssi.jpg
"
                                                                        Google rachete le geant de la cybersecurite Mandiant pour 5,4 milliards de dollars
                    ";https://www.usine-digitale.fr/article/google-rachete-le-geant-de-la-cybersecurite-mandiant-pour-5-4-milliards-de-dollars.N1791712;08/03/2022;https://www.usine-digitale.fr/mediatheque/4/3/6/000964634_pageListeTypeACropped/google.jpg
"
                                                                        Les signalements sur la plateforme Cybermalveillance ont augmente de 65% en 2021
                    ";https://www.usine-digitale.fr/article/les-signalements-sur-la-plateforme-cybermalveillance-ont-augmente-de-65-en-2021.N1791667;08/03/2022;https://www.usine-digitale.fr/mediatheque/2/3/8/001207832_pageListeTypeACropped/cybersecurite.jpg
"
                                                                        Samsung se fait derober 190 Go de donnees industrielles
                    ";https://www.usine-digitale.fr/article/samsung-se-fait-derober-190-go-de-donnees-industrielles.N1791502;07/03/2022;https://www.usine-digitale.fr/mediatheque/7/5/9/001220957_pageListeTypeACropped/samsung.jpg
