iOS 15.4 : La beta 4 apporte des changements majeurs;https://www.lemondeinformatique.fr/actualites/lire-ios-154-la-beta-4-apporte-des-changements-majeurs-85944.html;le 25 Février 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084112.jpg
Un outil pour craquer les mots de passe des Mac avec puces T2;https://www.lemondeinformatique.fr/actualites/lire-un-outil-pour-craquer-les-mots-de-passe-des-mac-avec-puces-t2-85868.html;le 18 Février 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000083969.jpg
Sur l'AR/VR, Apple prefere le terre a terre au metavers;https://www.lemondeinformatique.fr/actualites/lire-sur-l-ar-vr-apple-prefere-le-terre-a-terre-au-metavers-85648.html;le 01 Février 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000083649.jpg
Les beta 15.4 d'iOS et d'iPadOS arrivent avec le controle universel;https://www.lemondeinformatique.fr/actualites/lire-les-beta-154-d-ios-et-d-ipados-arrivent-avec-le-controle-universel-85621.html;le 29 Janvier 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000083587.png
DazzleSpy, le malware espion ciblant les Mac;https://www.lemondeinformatique.fr/actualites/lire-dazzlespy-le-malware-espion-ciblant-les-mac-85599.html;le 27 Janvier 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000083552.jpg
Dropbox va enfin supporter nativement la puce M1 d'Apple;https://www.lemondeinformatique.fr/actualites/lire-dropbox-va-enfin-supporter-nativement-la-puce-m1-d-apple-85454.html;le 14 Janvier 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000083321.png
Microsoft Defender pourrait proteger les terminaux Android et les Mac;https://www.lemondeinformatique.fr/actualites/lire-microsoft-defender-pourrait-proteger-les-terminaux-android-et-les-mac-85444.html;le 14 Janvier 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000083309.jpg
Comment le Relais Prive d'Apple braque les operateurs;https://www.lemondeinformatique.fr/actualites/lire-comment-le-relais-prive-d-apple-braque-les-operateurs-85435.html;le 13 Janvier 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000083298.png
Apple corrige la faille Powerdir sur macOS, trouvee par Microsoft;https://www.lemondeinformatique.fr/actualites/lire-apple-corrige-la-faille-powerdir-sur-macos-trouvee-par-microsoft-85429.html;le 13 Janvier 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000083284.png
Handoff, une fonction magique a activer sur iPhone et Mac;https://www.lemondeinformatique.fr/actualites/lire-handoff-une-fonction-magique-a-activer-sur-iphone-et-mac-85284.html;le 31 Décembre 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000083056.jpg
Des fonctions exclusives pour les Mac M1 dans Monterey;https://www.lemondeinformatique.fr/actualites/lire-des-fonctions-exclusives-pour-les-mac-m1-dans-monterey-85274.html;le 30 Décembre 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000083042.jpg
Une vision du futur d'Apple pour 2022;https://www.lemondeinformatique.fr/actualites/lire-une-vision-du-futur-d-apple-pour-2022-85264.html;le 29 Décembre 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000083024.jpg
DuckDuckGo elabore un navigateur oriente confidentialite pour macOS;https://www.lemondeinformatique.fr/actualites/lire-duckduckgo-elabore-un-navigateur-oriente-confidentialite-pour-macos-85195.html;le 22 Décembre 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000082887.png
Avec Safari 15.2, Apple etend les espaces colorimetriques P3 a Canvas;https://www.lemondeinformatique.fr/actualites/lire-avec-safari-152-apple-etend-les-espaces-colorimetriques-p3-a-canvas-85189.html;le 21 Décembre 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000082879.png
Les bons et le mauvais cotes des AirTag d'Apple;https://www.lemondeinformatique.fr/actualites/lire-les-bons-et-le-mauvais-cotes-des-airtag-d-apple-85182.html;le 21 Décembre 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000082870.png
L'exploit Forcedentry de Pegasus sur Apple est tres sophistique;https://www.lemondeinformatique.fr/actualites/lire-l-exploit-forcedentry-de-pegasus-sur-apple-est-tres-sophistique-85164.html;le 17 Décembre 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000082842.png
La fiabilite des PC, un element de fidelisation des cadres;https://www.lemondeinformatique.fr/actualites/lire-la-fiabilite-des-pc-un-element-de-fidelisation-des-cadres-84879.html;le 23 Novembre 2021;https://images.itnewsinfo.com/lmi/articles/moyen/000000082312.jpg
