Un plan de soutien pour le reconditionnement des produits numeriques;https://www.lemondeinformatique.fr/actualites/lire-un-plan-de-soutien-pour-le-reconditionnement-des-produits-numeriques-86171.html;le 18 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084563.jpg
La Dinum met a jour son referentiel sur l'ecoconception des services numeriques;https://www.lemondeinformatique.fr/actualites/lire-la-dinum-met-a-jour-son-referentiel-sur-l-ecoconception-des-services-numeriques-86165.html;le 18 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084554.jpg
Retrouvez le replay de la webconference CIO : Infrastructures IT et RSE;https://www.lemondeinformatique.fr/actualites/lire-retrouvez-le-replay-de-la-webconference-cio-infrastructures-it-et-rse-86152.html;le 17 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084531.jpg
La Russie bientot confrontee a une crise du stockage;https://www.lemondeinformatique.fr/actualites/lire-la-russie-bientot-confrontee-a-une-crise-du-stockage-86148.html;le 16 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084525.jpg
Microsoft demontre la physique sous-jacente pour creer des qubits topologiques;https://www.lemondeinformatique.fr/actualites/lire-microsoft-demontre-la-physique-sous-jacente-pour-creer-des-qubits-topologiques-86132.html;le 15 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084497.jpg
Koesio recompense pour son initiative de reconditionnement des imprimantes;https://www.lemondeinformatique.fr/actualites/lire-koesio-recompense-pour-son-initiative-de-reconditionnement-des-imprimantes-86125.html;le 15 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084475.jpg
Les entreprises embrassent le multicloud en general, Azure en particulier;https://www.lemondeinformatique.fr/actualites/lire-les-entreprises-embrassent-le-multicloud-en-general-azure-en-particulier-86078.html;le 10 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084401.jpg
3DS Outscale sensibilise les femmes en reconversion vers l'IT;https://www.lemondeinformatique.fr/actualites/lire-3ds-outscale-sensibilise-les-femmes-en-reconversion-vers-l-it-86052.html;le 08 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084333.jpg
Dossier : Decarbonation du numerique, enfin des actions concretes;https://www.lemondeinformatique.fr/les-dossiers/sommaire-lire-decarbonation-du-numerique-enfin-des-actions-concretes-231.html;le 16 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084272.jpg
Les Mutuelles du Soleil passent a l'hyperconvergence;https://www.lemondeinformatique.fr/actualites/lire-les-mutuelles-du-soleil-passent-a-l-hyperconvergence-86044.html;le 08 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084317.jpg
AWS diagnostique l'empreinte carbone des usages du cloud;https://www.lemondeinformatique.fr/actualites/lire-aws-diagnostique-l-empreinte-carbone-des-usages-du-cloud-86027.html;le 07 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084266.jpg
Le cloud en mode hybride reste une priorite pour les DSI;https://www.lemondeinformatique.fr/actualites/lire-le-cloud-en-mode-hybride-reste-une-priorite-pour-les-dsi-86013.html;le 04 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084226.jpeg
Des resultats en demi-teinte pour VMware en 2021;https://www.lemondeinformatique.fr/actualites/lire-des-resultats-en-demi-teinte-pour-vmware-en-2021-85975.html;le 01 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084162.jpeg
Le groupe Savel renouvelle ses infrastructures IT avec Lenovo;https://www.lemondeinformatique.fr/actualites/lire-le-groupe-savel-renouvelle-ses-infrastructures-it-avec-lenovo-85967.html;le 01 Mars 2022;https://images.itnewsinfo.com/lmi/articles/moyen/000000084147.jpg
